tick,demand
0,3308
1,1556
2,2132
3,2250
4,2272
5,2212
6,2591
7,2528
8,1400
9,2225
10,2050
11,3436
12,2037
13,2698
14,3202
15,1406
16,1054
17,2272
18,1450
19,3278
20,1750
21,2109
22,3130
23,2785
24,2857
25,2084
26,1144
27,3099
28,2830
29,1704
30,2137
31,3283
32,2306
33,3770
34,3851
35,1611
36,1899
37,3819
38,2626
39,1110
40,3228
41,2745
42,2967
43,1203
44,2752
45,2972
46,1548
47,2219
48,1688
49,3446
50,3810
51,2806
52,2138
53,1555
54,2241
55,3022
56,3216
57,1970
58,3260
59,2787
60,3508
61,3388
62,2434
63,2227
64,1758
65,1301
66,2569
67,2598
68,3525
69,3408
70,3028
71,3563
72,1590
73,1562
74,2465
75,2348
76,3875
77,2988
78,293
79,348
80,149
81,379
82,1945
83,3079
84,2082
85,3826
86,3675
87,3935
88,3482
89,3182
90,1382
91,1136
92,2008
93,3439
94,1018
95,3864
96,1537
97,2135
98,1498
99,1959
100,2598
101,3416
102,2360
103,2399
104,3767
105,3211
106,1690
107,3488
108,3065
109,2879
110,2496
111,3925
112,2497
113,1144
114,3593
115,1272
116,2375
117,1097
118,1317
119,1782
120,2210
121,2658
122,2056
123,2753
124,3655
125,1592
126,2812
127,3297
128,3545
129,1115
130,2842
131,1687
132,2900
133,1557
134,2895
135,1018
136,2315
137,1710
138,2079
139,1024
140,3045
141,1345
142,1754
143,3519
144,1143
145,1972
146,3768
147,2793
148,3468
149,1831
150,3113
151,3427
152,3438
153,2086
154,3866
155,3227
156,2527
157,3258
158,2892
159,1447
160,2758
161,1193
162,1108
163,1635
164,3544
165,2405
166,2475
167,2498
168,2670
169,3536
170,1388
171,3427
172,3175
173,3331
174,2750
175,1983
176,2380
177,1164
178,2054
179,2285
180,3290
181,2389
182,3073
183,1241
184,3619
185,1452
186,1611
187,3447
188,2388
189,1862
190,1201
191,2897
192,1077
193,3482
194,1043
195,1843
196,3563
197,2736
198,1614
199,1548
200,1556
201,2567
202,3526
203,1800
204,1504
205,2997
206,3320
207,2869
208,2220
209,1480
210,3100
211,1828
212,1029
213,2815
214,2988
215,3011
216,3050
217,2776
218,1764
219,3917
220,3432
221,3692
222,3975
223,1111
224,2530
225,3141
226,2727
227,1516
228,1249
229,3356
230,2706
231,3388
232,3747
233,2333
234,1515
235,1650
236,2521
237,2098
238,2295
239,2217
240,2023
241,2902
242,1642
243,2690
244,2053
245,1255
246,1388
247,3581
248,3305
249,3946
250,2945
251,1705
252,1292
253,1114
254,2266
255,2374
256,2827
257,1159
258,2882
259,1263
260,2020
261,2416
262,1803
263,3646
264,1535
265,3299
266,1502
267,1707
268,2738
269,2944
270,3634
271,2260
272,1687
273,1304
274,1316
275,1753
276,1588
277,1462
278,1837
279,3675
280,2418
281,3090
282,3187
283,1251
284,1235
285,1180
286,3336
287,2455
288,2102
289,1889
290,1999
291,2540
292,3979
293,2556
294,3799
295,2591
296,1478
297,3977
298,2919
299,2830
300,3800
301,2404
302,2027
303,1170
304,1564
305,3786
306,1739
307,1330
308,1388
309,1398
310,3729
311,1728
312,2269
313,3578
314,2475
315,3526
316,2495
317,1505
318,1820
319,3543
320,2574
321,1606
322,1017
323,3057
